Title,PriceMin,PriceMax,Sold,Rating,Shipping,Store,URL
Tray Earring-Hook Findings Bezel Cabochon Ear-Base Round Pendant Jewelry-Making Blank-Setting,0.95,1.08,79,4.8,0,Cabochon Store,https://www.aliexpress.com/item/4000004914025.html
Charms-Pendant Base-Setting Square Cabochon Bronze-Plated Black Antique And 5pcs 25mm,1.23,1.32,123,5,0,Cabochon Store,https://www.aliexpress.com/item/32658964013.html
End-Bead-Caps Peach Flower Jewelry-Making Heart Hollow Sparer-Apart DIY Findingds,1.38,1.38,34,5,0,St.kunkka Official Store,https://www.aliexpress.com/item/32988509009.html
46m/Roll Cord-String Beads Beading-Thread Jewelry-Making-Accessories-Supplies Diy Bracelet,2.4,2.4,249,4.9,0,St.kunkka Official Store,https://www.aliexpress.com/item/4000780924207.html
End-Bead-Caps Jewelry Making-Findings Carved-Flower Apart-Torus DIY Antique for 50pcs/Lot,1.35,1.35,34,5,0,St.kunkka Official Store,https://www.aliexpress.com/item/32963141533.html
Lotus Fun Real 925 Sterling Silver Ring Natural Tourmaline Gemstones Fine Jewelry Adjustable Peony Leaf Rings for Women Bijoux,17.43,18.83,395,4.9,0,Lotus Fun Official Store,https://www.aliexpress.com/item/32415603067.html
Magic Earring Lifters Backs Adjustable Hypoallergenic Post Earrings Trendy Jewelry,1.09,1.09,5,0,0,Shop5874085 Store,https://www.aliexpress.com/item/4001130444796.html
Beads Necklace Diy Bracelet Jewelry-Making Irregular Rice-Shape 2-4mm-Strand Fine 100%Natural-Freshwater-Pearl,2.31,2.31,813,4.7,0,Yi Wu Bijou Company Store,https://www.aliexpress.com/item/32994146090.html
Huggie Earrings-Set Jewelry Rhinestone Gold Small Women Fashion for Brincos Amazing-Price,1.77,3.34,1806,4.6,0,onekiss Official Store,https://www.aliexpress.com/item/4000317240739.html
Pandora Charms Beads Bunny-Shoes 925-Bracelet Rainbow Women Jewelry DIY Silver Fit Original,2.77,3.84,377,4.9,0,Niezhengxing's store Store,https://www.aliexpress.com/item/4000850910752.html
Craft-Accessories Mask Rubber-Band Ear-Cord DIY 10meter 3mm Rope Clothing Round,0.38,7.4,1101,4.8,2.89,louleur Offcial Store,https://www.aliexpress.com/item/4000852648120.html
YANHUI Diamond Rings Eternity 925-Silver 100%Original Exquisite Women Zirconia Classic,4,4,10,0,1.99,yanhui Official Store,https://www.aliexpress.com/item/4001047548972.html
Clasps-Hooks Necklace Diy Bracelet Jewelry-Making Stainless-Steel Gold/steel Fit LOULEUR,1.23,2.59,3,0,0,louleur Offcial Store,https://www.aliexpress.com/item/32929797528.html
HuiSept Fashion Silver 925 Ring Jewellery Ruby Emerald Gemstones Zircon Female Rings for Wedding Party Gifts Ornaments Wholesale,2.96,2.96,18,0,0,HuiSept Jewellery Store,https://www.aliexpress.com/item/4000416984255.html
Charms-Pendants Earring Bracelets Necklace Key-Chain Decoration Jewelry-Making Handmade,1.83,2.87,1541,4.7,0,daydayup Store,https://www.aliexpress.com/item/4000255563916.html
Gift-Bags Jewelry Wedding-Party-Decoration Organza 9x12 13x18 White 7x9 10x15 15x20cm,2.67,2.67,970,4.9,0,BaiKaly Store,https://www.aliexpress.com/item/4000212686470.html
Ckysee Alphabet Pendant Bracelet Letter Charms Jewelry-Making Handmade Diy Pink Initial,1.7,3.24,818,4.9,0,Ckysee jewellery Store,https://www.aliexpress.com/item/32882229150.html
925-Sterling-Silver Findings Clasp-Accessories Parts Earring-Hooks Jewelrys Wholesale,2.99,2.99,647,4.7,0.81,WQ-925-SILVER Store,https://www.aliexpress.com/item/32792262426.html
Epoxy-Mould Jewelry Bright-Mirror Silicone Mold Crystal DIY Angle with Cat-Head Half-Stereo,0.5,0.5,123,5,0,Resin-Park Store,https://www.aliexpress.com/item/4000920492713.html
DIY Bracelet Jewelry Metal Beads We-Can-Do-Any-Charm 925-Sterling-Silver Silver 925 Fit Original,2.17,3.04,53,5,0,Niezhengxing's store Store,https://www.aliexpress.com/item/4000833815872.html
Necklace Pendant-Connector Branches Vintage Wholesale Charms-Accessories Findings Jewelry,0.81,0.81,123,4.8,0.57,Flimy Store,https://www.aliexpress.com/item/32982052168.html
20pcs/lot Stainless Steel Short Tube Spacer Bead for DIY Handmade Charm Leather Bracelet Jewelry Making Accessories,2.23,2.37,20,5,0,AUSHIYA Accessories & Store,https://www.aliexpress.com/item/4000399361535.html
DIY Jewelry-Card Cardboard 300GSM-PAPER Custom-Logo Pendant/hair-Clicp New 50pcs/Lot,1.49,1.49,413,4.9,0,Lily Packing Store,https://www.aliexpress.com/item/4000165532937.html
Opening-Rings Sweet-Branch-Leaf 925-Sterling-Silver Resizable Female Personality Fashion,2.41,2.41,279,4.9,0,sole memory Official Store,https://www.aliexpress.com/item/32920588219.html
Jewelry Necklace Charm Beads Glass Pandora Bracelet 925-Sterling-Silver Sea-Turtle Murano,4.69,4.69,30,0,0,Pamura Jewel Store,https://www.aliexpress.com/item/4001095274594.html
Tassel Jewelry-Accessory Necklace Bracelet Finding DIY Handmade 20pcs/Lot for Mini Women,11.4,11.4,122,4.8,0,Chenyang for U Store,https://www.aliexpress.com/item/4000221933825.html
Packaging-Bags Velvet-Bag Jewelry Wedding-Decoration Candy Small New Nuts Party 7x9/9x12cm,0.27,0.36,340,4.7,0,Shop5410043 Store,https://www.aliexpress.com/item/4000505177872.html
Ring-Box-Holder Bearer-Box Wedding-Ring Wood Custom-Your-Names Rustic Personalized Date,2.64,2.64,1156,4.9,1.21,BerWer Sunglass Store,https://www.aliexpress.com/item/4000228628793.html
Lobster Clasp Extend-Chain Jewelry-Accessories-Kit Fastener Ring-Eye-Pins Open-Jump Gold/silver,2.09,2.09,163,4.9,0,Lmao Store,https://www.aliexpress.com/item/32944112793.html
Lab diamond excellent cut 1ct 6.5mm D Color VVS1 Heart and Arrows Cut White Moissanite stone for ring,38.25,38.25,0,0,0,meisidian Official Store,https://www.aliexpress.com/item/32972913758.html
WYSIWYG 1pcs 40x36x16mm Double Sided Sunflower Scarf Buckle For Jewelry Making Scarf,0.8,0.8,4,5,0,WYSIWYG Official Store,https://www.aliexpress.com/item/32876219289.html
Diy-Accessory Dollhouse Wedding-Decoration Fake-Food-Ornament Artificial-Chocolates-Sugar,1.7,2.31,3,0,0,xiao liang fitting Store,https://www.aliexpress.com/item/4000342584527.html
Gold-Alloy Copper Beading-Wire Beads Jewelry Making-Findings DIY Metal for Dia Sturdy,1.14,1.14,11,4.6,0,Lacoogh Offcial Store,https://www.aliexpress.com/item/4000060723786.html
Storage-Box Jewelry-Organizer Watch Lipstick Travel Small Women Gift TA MINGREN,4.32,4.32,35,0,0,TA MINGREN Store,https://www.aliexpress.com/item/10000283932578.html
Pandora Bracelet Beads Charms Jewelry-Making Heart Real-925-Sterling-Silver Fit Original,3.94,3.94,425,4.9,1.66,JIUHAO Official Store,https://www.aliexpress.com/item/32956120152.html
Jewelry-Findings Curved-Tube Spacer Beads-Connectors Bracelets Necklace Diy Silver,1.89,1.89,28,4.9,0.42,Shop4589005 Store,https://www.aliexpress.com/item/32948877023.html
YANHUI Gold Ring Wedding-Rings Solitaire Lab Diamond Yellow Women Luxury Pure Round 8mm,4.99,4.99,458,4.7,1.99,yanhui Official Store,https://www.aliexpress.com/item/4000730520396.html
SLJELY Fashion Real 925 Sterling Silver Double Circles Pearls Finger Ring Micro Cubic Zirconia Stones Women Fine Brand Jewelry,24.07,24.07,0,0,0,SLJELY Je-welry Factory Store,https://www.aliexpress.com/item/4001032228328.html
Gift Bags Pouch Packaging-Bags Jewelry Organza Wedding-Party 13x18 15x20 White 17x23,2.68,2.68,203,5,0,Fashion Trend Good Life Store,https://www.aliexpress.com/item/4000259852414.html
Keychain Glass-Ball Planet Prince Fairy Petit Fox Tale Adult Little-Price Boring Don't,0.74,0.94,7236,4.7,1.07,WEMARCHJULY Official Store,https://www.aliexpress.com/item/4000566486879.html
Jewelry Bracelet Birdcage-Pendant Sparkling Cross-Key Pandora Charm DIY 925-Sterling-Silver,2.68,3.71,126,4.6,0,Niezhengxing's store Store,https://www.aliexpress.com/item/4000677236671.html
Trays Findings Pendant Necklace Bezel Base-Setting Blank 20mm Cabochon Stainless-Steel,2.62,2.62,40,5,0,onwear Official Store,https://www.aliexpress.com/item/4000595738796.html
Jewelry Hard Display Stand Holder Bracelet Chain Bangle Watch Hairband T-bar,1.07,1.32,221,4.8,3.19,segolike Direct Store,https://www.aliexpress.com/item/4000595376383.html
WOSTU Bracelet Bangle Jewelry Charm Gift DIY 100%925-Sterling-Silver Love Beads-Fit Make,3.76,8.47,382,4.9,0,WOSTU European Store,https://www.aliexpress.com/item/32703925581.html
925-Bracelet Jewelry Charm Beads Heart-Clip Mum-Letters Silver Dangle 925-Sterling-Silver,2.23,3.71,286,4.7,0,PANDDRA Store,https://www.aliexpress.com/item/4000832778476.html
Pendant Butterfly Made of Shell Necklace for Woman Amethyst Pendant Long Necklace Rope Chain Anniversary Jewelry Accessories,43.96,43.96,0,0,0,Stonejewelry Store,https://www.aliexpress.com/item/4001129146157.html
"Blue Baby Rattle, Floating charm fit floating charm lockets, FC0198,10PCS/LOT",1.12,1.12,4,5,0,Jessicafashion(min order $10),https://www.aliexpress.com/item/32766747090.html
Rings Gift Leaf 925-Sterling-Silver Female Adjustable-Size Vintage Bohemian Wholesale,2.18,2.18,473,4.8,0,JOY YIFOR JM Silver Store,https://www.aliexpress.com/item/4000401070651.html
MRHUANG Enamel Charms Jewelry-Accessories Bracelet Alloy-Pendant Life-Buoy DIY Fashion,2.35,2.35,18,5,0,Mrhuang Store,https://www.aliexpress.com/item/32798291497.html
CC 925 Silver Rings For Women Simple Design Double Stackable Fashion Jewelry Bridal Sets Wedding Engagement Ring Accessory CC634,3.69,3.69,1338,4.7,0,CC Jewellery Store,https://www.aliexpress.com/item/32830003493.html
Faceted Gem-Stone Loose-Beads Madagascar Jewelry-Making-Design Natural-4.4mm Wholesale,10.77,10.77,2,0,0,Meihan jewellery design Co. Store,https://www.aliexpress.com/item/32967323370.html
Bracelet Dreamcatcher Jewelry-Making Diy Beads Pandora Charm Blessing 925-Sterling-Silver,5.46,5.46,510,4.9,0,JIUHAO Official Store,https://www.aliexpress.com/item/33055437469.html
10 Meter Mixed Color 2mm Hollow Rubber Tubing Jewelry Cord Cover Memory Wire,2.9,2.9,153,4.8,0,XuanXuan Jewelry Finding,https://www.aliexpress.com/item/2021761794.html
Stud-Earrings Eardrop Silver-Color Green Jewelry Cubic-Zircon Wedding-Party Trendy Blue,1.59,1.59,5,0,0,ChuangDuo Store,https://www.aliexpress.com/item/4000944059607.html
Epoxy Resin Molds Art-Supplies Irregular-Coasters Silicone-Tray Make-Your-Own-Tray Large,3.64,7.76,107,0,0,168Small Fortunate Store,https://www.aliexpress.com/item/4001051191475.html
Keychain Glass-Ball Planet Prince Fairy Petit Fox Tale Adult Little-Price Boring Don't,0.74,0.94,7236,4.7,1.07,WEMARCHJULY Official Store,https://www.aliexpress.com/item/4000566486879.html
Opening-Rings 925-Sterling-Silver Resizable Green Personality Fashion Temperament Handmade,2.15,2.15,624,4.9,0,sole memory Official Store,https://www.aliexpress.com/item/32919629057.html
Legenstar Flower Bracelets&Bangles For Women Stainless Steel georgettes Leather DIY Bijoux Manchette Femme Bracelet Pulseiras,8.44,11.77,143,4.7,4.2,Beauty Legenstar,https://www.aliexpress.com/item/32951819185.html
Pandora Charms Bracelet Bead Couple Jewelry-Making Infinity 925-Sterling-Silver DIY Fit Original,2.19,3.52,134,4.8,0,Shop3629069 Store,https://www.aliexpress.com/item/4000837651157.html
Cross-Ring Engagement-Rings 925-Sterling-Silver Wedding Fashion Women Hot Zircon,2.03,2.03,379,4.6,0,Silver925 Store,https://www.aliexpress.com/item/32852049441.html
YANHUI Diamond Rings Eternity 925-Silver 100%Original Exquisite Women Zirconia Classic,4,4,10,0,1.99,yanhui Official Store,https://www.aliexpress.com/item/4001047548972.html
Epoxy-Mold Modeling Jewelry Mix-Shell Sequins-Pieces DIY Heart-Moon Uv-Resin 10g,1.03,1.04,274,5,0.16,Oemoo Accessories Store,https://www.aliexpress.com/item/33006987544.html
Jewelry-Accessories Diy Hollow Heart Pearl Love 50pcs Phone-Shell Imitation-Pearl-Patch,1.44,1.44,18,5,0,Tangsanjiang 2008 Store,https://www.aliexpress.com/item/4000216544801.html
Sunglasses Heart Ladies Brand Designer Love Cat-Eye Retro UV400 Women,1.37,1.37,75,4.9,0.21,Grapefruit Store,https://www.aliexpress.com/item/4000009504176.html
Stud-Earring Jewelry Women New-Fashion Metal for Party Pendientes Mujer Brincos Leaves,0.61,0.61,25,5,0.23,"QBH Jewelry Co.,Ltd min order $1",https://www.aliexpress.com/item/4000076250287.html
Blue Opal cabochon Beads stone Opal 6mm cabochon stone for ring making,11.6,11.6,4,0,0,meisidian Official Store,https://www.aliexpress.com/item/32940576688.html
Jewelry Findings Earrings-Accessories Brass Diy Plastic Gold-Color And 20PCS 8MM 10MM,1.84,2.32,12,5,0,Rosediy Official Store,https://www.aliexpress.com/item/32900482627.html
Key-Ring Keychain Ring-Size-25mm Round Silver-Plated Gold 50mm 20pcs/Lot Rhodium Long,1.61,1.61,66,5,0,Cabochon Store,https://www.aliexpress.com/item/4000902980407.html
Charms-Pendant Cabochon-Base Cameo-Setting Texture-Style Bronze Silver-Plated Antique,1.23,1.23,69,5,0,Cabochon Store,https://www.aliexpress.com/item/32798411615.html
Cabochons Earrings Accessories Bracelet Flat-Back-Resin Ice-Blue Purple 12mm Color,1.5,1.69,35,5,0,Cabochon Store,https://www.aliexpress.com/item/32931438686.html
Cabochons Cameo Light Metal-Foil Flat-Back-Resin New-Fashion Apple-Blue-Colors 40pcs,1.42,1.42,488,4.8,0,Cabochon Store,https://www.aliexpress.com/item/4000110128885.html
"Blue Baby Rattle, Floating charm fit floating charm lockets, FC0198,10PCS/LOT",1.12,1.12,4,5,0,Jessicafashion(min order $10),https://www.aliexpress.com/item/32766747090.html
Assorted Art-Supplies Beads Jewelry-Findings-Resin Glitter Sequins Large 48 Bottles/Set,1.92,3.87,109,4.7,0.71,YZY ART Store,https://www.aliexpress.com/item/4000710070402.html
Custom Length Black Silicone Bracelet with Stainless Steel Accessories Cuff Bracelets Bangles Man Woman Jewelry,1.73,1.73,37,5,0.53,Fgifter Official Store,https://www.aliexpress.com/item/32960801846.html
Enamel-Charms Pendants Earring Bracelet Assorted Jewelry-Making Dangle Metal Gold Fashion,4.46,4.46,739,4.5,0.53,IlcherishU CharmBead Store,https://www.aliexpress.com/item/32947648412.html
Earring Backs Plug-Cap Findings Ear-Plugs Soft-Silicone Rubber Jewelry Metal-Accessories,0.37,0.71,12,5,0.52,UNIY ITOS Store,https://www.aliexpress.com/item/4000223682278.html
Opening-Ring Zircon Fine-Jewelry Moon-Star 925-Sterling-Silver Minimalist Women Real,2.11,2.11,97,5,0,JOY YIFOR JM Silver Store,https://www.aliexpress.com/item/4000620285209.html
Big Pendants Jewelry Making Silicone Mold for Resin Boho Chic Earrings Making Big Charm,2.7,2.7,183,5,0,YZY ART Store,https://www.aliexpress.com/item/4001016455327.html
NYMPH Necklace Pendant Gold-Chain Au750 Wendding G1002 White Yellow Women 18K Genuine,27.57,27.57,367,4.6,0,NYMPH Official Store,https://www.aliexpress.com/item/32749103744.html
Pandora Charms Jewelry 925-Bracelet Daughter-Beads Sister Silver Fit Original Women Heart-Shape,2.68,3.26,253,4.7,0,PANDDRA Store,https://www.aliexpress.com/item/4000577334308.html
Case Tray-Holder Bangle Earrings Necklace Storage-Box Ring-Display-Organizer Jewelry,7.89,9.53,481,4.7,0,Time-Corridors,https://www.aliexpress.com/item/4000410453314.html
CC Wedding Engagement Jewelry Necklace Earrings Bracelets 2Pcs Sets Bridal Hair Accessories For Cubic Zircon Pearl Charm m011,10.01,10.01,0,0,0,CC Jewellery Wedding Accessory Store,https://www.aliexpress.com/item/32970199892.html
30pcs AB5789 45mm Filigree Flower Charms,6.39,6.39,97,5,0,LIPPO Store,https://www.aliexpress.com/item/4000817871876.html
AENSOA New Unique Colorful Pendant Earrings For Women 2020 Fashion Polymer Clay Geometric,2.46,2.46,119,5,0,AENSOA Official Store,https://www.aliexpress.com/item/4000975838690.html
Burma Jade Green-Jadeite-Beads Jewelry-Making Gemstone Natural 6mm 10mm Round 12mm 8mm,4.83,9.92,2,0,0,DIYBEADING Store,https://www.aliexpress.com/item/4000434593982.html
Goldfish Pendant Liquid Silicone Mold DIY Resin Jewelry Making Craft Tool,0.52,0.52,2,0,0,MK-Fashion-Jewelry Store,https://www.aliexpress.com/item/4001020199561.html
Cord Necklace Diy Stainless-Steel Jewelry Finding-Making Hot-Selling for 30pcs/Lot Cap,0.98,1.43,3,0,0.21,New Beads,https://www.aliexpress.com/item/32693101204.html
Pigment UV Crafts Epoxy-Resin DIY Handmade 15-Colors 10ML Art-Sets Coloring-Dye-Colorant,0.75,1.03,183,4.2,0,Enjoying+A Store,https://www.aliexpress.com/item/32983776409.html
Gift-Boxes Keychain Bracelets Earrings Jewelry Necklace Logo Customized Black for Accept,0.83,1.09,35,5,0,Dancing Bear Customized Trendy Store,https://www.aliexpress.com/item/4000794235377.html
UMCHO Real 925 Sterling Silver Rings Luxury Charm Colorful Jewelry Mom Letter Rings For Women Mother's Day Gift Fine Jewelry,18.48,18.48,0,0,0,Umcho Official Store,https://www.aliexpress.com/item/4001018159450.html
Display-Stand-Holder Rack Glasses Counter Jewelry Packaging Show Hot 5-Layers 16x16x31.5cm,1.78,1.79,135,4.5,3.16,JJewelry Store,https://www.aliexpress.com/item/10000044970728.html
Youpop KPOP Album Photo Card Bangtan Boys Collection Photocard Self Made Paper Cards,2.37,2.37,187,4.6,0.93,YOUPOP,https://www.aliexpress.com/item/4000741354821.html
Jewelry Bracelet Heart-Flower-Pendant Fine-Beads Pandora Charm DIY 925-Sterling-Silver,3.08,3.84,54,5,0,Niezhengxing's store Store,https://www.aliexpress.com/item/4001020562497.html
Storage-Rack Earrings-Holder Necklace Display-Stand Jewelry Pp-Organizer Tree-Shape Plastic,0.55,0.55,459,4.5,1.79,Zokay Jewellery Accessories Store,https://www.aliexpress.com/item/4000386781958.html
Charms Jewelry-Making Tibetan Daughter Pendants Handmade-Craft Silver-Color Antique DIY,2.33,2.33,7,4,0,YOUNGISMONEY Official Store,https://www.aliexpress.com/item/32495919877.html
Jewelry Metal Wholesale Beads 25pcs OMH Golden-Rhomb ZL503 10x9x3.5-Mm,0.94,0.94,23,4.6,0,OMH Store,https://www.aliexpress.com/item/614284850.html
925-Sterling-Silver Rings Jewelry Argent Pour Femme Women for Lrregular Anelli Donna,2.69,2.69,7,0,0,JOY YIFOR JM Silver Store,https://www.aliexpress.com/item/4000795001874.html
Trendy 925 Sterling Silver Ring Angel Wing Rose Golden & Clear CZ Rings for Women Engagement Party Anniversary Jewelry,4.35,4.35,179,4.8,0,FURUYA Official Store,https://www.aliexpress.com/item/4000315346850.html
925-Sterling-Silver Belt Wave-Ring Fine-Jewelry Women Real Party for Charm Birthday-Party-Accessories,2.18,2.18,136,4.8,0,JOY YIFOR JM Silver Store,https://www.aliexpress.com/item/4000919974964.html
48 even cute little dinosaur turtle silicone mold cartoon animal mold,2.75,2.75,291,4.9,0,Happybuying Store,https://www.aliexpress.com/item/4000175399676.html
Earring-Display Necklace Jewelry Gift-Box Pillow-Shape Flower-Pattern Designs Wholesale,1.26,1.47,1006,4.6,0,ZerongE jewelry &packing display Store,https://www.aliexpress.com/item/33002727277.html
YANHUI Round-Rings Jewelry Couple Wedding-Bands Yellow/rose-Gold Women Hot-Sale Lover,3.99,3.99,9,0,1.99,yanhui Official Store,https://www.aliexpress.com/item/4001062660957.html
Fashion Earrings Flower-Ball Acrylic Female South Korea's Temperament Ins-Net Exquisite,0.86,0.86,2,0,0.35,Shop5282031 Store,https://www.aliexpress.com/item/4001038105477.html
SANTUZZA Silver-Ring Fine-Jewelry 925-Sterling-Silver Gold-Color Butterfly Spinel Women,13.05,13.05,3,0,0,SANTUZZA Official Store,https://www.aliexpress.com/item/4001139079360.html
Bridge-Clips Nose-Strips Face-Mask-Material Adhesive DIY Metal Adjustable Aluminum Flat,4.33,4.85,167,4.9,0,pandahall Official Store,https://www.aliexpress.com/item/4000890410310.html
GEM'S BALLET 18k Gold Over 925 Silver Two Tone Handmade Madagascar Forest Natural Swiss Blue Topaz Women's Cocktail Ring,29.49,34.99,0,0,0,GEM'S BALLET Official Store,https://www.aliexpress.com/item/4001149622862.html
Necklace Charms Tibetan Jewelry Findings Pendants Crafts Handmade Making Silver-Color,1.05,1.05,5,5,0,YoungMongo Official Store,https://www.aliexpress.com/item/4000806213421.html
Glass Cabochons Ring-Settings Brass Blank/base-Fit Black-Plated 25mm 5pcs Buttons Adjustable,1.91,1.91,25,5,0,Cabochon Store,https://www.aliexpress.com/item/32862674408.html
Leopard lycra cord 5mm Elastic lycra cord stitched Lycra strips,8.5,8.5,110,4.9,4.67,BestFinding,https://www.aliexpress.com/item/33022938024.html
New Design Soutache Ethnic Handmade Earrings Jewelry Female Big Crystal Decoration Drop Earring Clothe Personality Accessories,6.52,6.52,50,5,0,KPacTa Official Store,https://www.aliexpress.com/item/32995598239.html
Fashion 60Pcs Antiqued Bronze Color Flower Cone Spacer Beads Charms 6.5mm,1.59,1.59,4,0,0,Magical_accessory Store,https://www.aliexpress.com/item/33017824720.html
Post-Earring Studs Base-Pins Rhodium Metal Blank 4-10mm Ear-Back Makings Kc Gold For Jewelry,1.19,1.47,892,4.9,0,St.kunkka Official Store,https://www.aliexpress.com/item/4000557077327.html
Korean Earrings Cute Accessories Asymmaetry Women Hit-Color Hollow-Out,2.86,2.86,50,4.9,3.33,toppies Official Store,https://www.aliexpress.com/item/4000672158419.html
Charms-Pendant Cabochon-Base Connection-Style Cameo-Setting Bronze Silver-Plated Antique,1.71,1.71,87,4.9,0,Cabochon Store,https://www.aliexpress.com/item/33053800787.html
Blank Keyring Keychain Key-Holder Silver-Plated Metal Women Keyfob DIY,1.07,2.82,5783,4.8,0,ILOVEDIY Finding Store,https://www.aliexpress.com/item/33048746287.html
Women Bracelet Clip Charms Crown Heart-Beads Crystal Reflections 925-Sterling-Silver,3.38,4.76,633,4.7,0,Self beautyblooming Store,https://www.aliexpress.com/item/33017259212.html
Pandora Bracelets Bangle Spacer-Stopper Fit Original Beads Fine-Jewelry 925-Sterling-Silver,5.22,5.22,15,4.8,0,JIUHAO Official Store,https://www.aliexpress.com/item/4000510843040.html
Jpalace Wedding Rings Sets 925 Sterling Silver Rings for Women Anniversary Eternity Stackable Band Ring Set Silver 925 Jewelry,21.13,21.13,22,5,0,JewelryPalace Official Store,https://www.aliexpress.com/item/32806713089.html
BAMOER Jewelry Bracelets Beads-Fit DIY 925-Sterling-Silver Authentic New Fashion CZ Star,6.91,6.91,17,5,0,bamoer Official Store,https://www.aliexpress.com/item/32825564169.html
Bracelet Pandora Charm Jewelry-Making Interval-Beads 925-Sterling-Silver Blue Fit Original,3.94,3.94,26,5,1.66,JIUHAO Official Store,https://www.aliexpress.com/item/32888290928.html
WANTME Pendant Necklace 100%925-Sterling-Silver Jewelry-Accessories Zircon Women Genuine,9.82,9.82,1,0,0.16,WANTME Official Store,https://www.aliexpress.com/item/4001056898464.html
Charm-Bead 925-Bracelet Infinity-Heart DIY Silver Fit Original Women Love Mum Pulsera,2.77,3.37,129,4.7,0,Niezhengxing's store Store,https://www.aliexpress.com/item/4000779046053.html
Beading Cord Bracelet Jewelry-String Braided Velvet Handmade Suede Korean 5yards/Lot,0.53,0.95,1645,4.8,0,XW666 Store,https://www.aliexpress.com/item/33055641741.html
925-Sterling-Silver Ring Fine-Jewelry Rose Openwork Eternity Women Authentic with,3.93,4.26,2,0,0,Nic Nio Store,https://www.aliexpress.com/item/4001029997940.html
Jewelry Necklace Charm Pandora Original Bracelet Pendant Beads 925-Sterling-Silver Red,4.92,10.72,108,4.9,0,REBEKE Official Store,https://www.aliexpress.com/item/33035366024.html
JewelryPalace 100% Genuine 925 Sterling Silver Necklace Ingot Twisted Trace Belcher Snake Bar Singapore Box Chain Necklace Women,3.36,4.21,121,4.8,0,JewelryPalace Specific Store,https://www.aliexpress.com/item/32913036907.html
Spacer-Beads Necklace Finding Diy Bracelet Big-Hole 925-Sterling-Silver Jewelry Small,1.39,9.44,11,0,2.89,Jhiqui Official Store,https://www.aliexpress.com/item/4000856740925.html
Steel Stud-Earrings Ear-Jewelry Punk Multiple-Styles Black Gothic Women Stainless/titanium,0.6,1.3,6400,4.8,0,YXYSM Store,https://www.aliexpress.com/item/4000074324551.html
925-Sterling-Silver Rings Orsa Jewels Turquoises Pave-Setting Genuine Trendy Women Zircon,4.7,4.7,8,5,0,ORSA JEWELS Official Store,https://www.aliexpress.com/item/32859038645.html
925-Bracelet Jewelry Chained Bead Dragonfly Gold-Clip Pandora Charms Rose-Gold Silver,2.22,3.63,8,0,0,Shop4992023 Store,https://www.aliexpress.com/item/4001028957105.html
Charm Beads Bracelet Infinity Jewelry Rose-Gold-Color 925-Sterling-Silver Fit Original,4.69,4.69,2,0,0,Pamura Jewellery Store,https://www.aliexpress.com/item/4001091669384.html
Round blue agate cabochon stone pattern agate flat backs 10mm 12mm,3.5,3.9,7,5,3.27,BestFinding,https://www.aliexpress.com/item/32958662172.html
Cabochon Earrings Accessories Bracelet Leaves-Style Flat-Back-Resin Four-Seasons,1.04,1.23,43,5,0,Cabochon Store,https://www.aliexpress.com/item/4001047642550.html
1pcs 2017 new design rope chain black bracelet with natural 6mm beads bangles for women/girls,2.27,2.27,0,0,0.62,Free Zone Trend,https://www.aliexpress.com/item/32801960168.html
925-Bracelets Acsesoris Silver Jewelry Diy Beads Fits-Silver Spirituality for Women Hamsa,8.46,8.46,5,0,0,Vhand Factory Store,https://www.aliexpress.com/item/4000909497438.html
Drop-Earrings Ananas Pineapple Acrylic Gold Silver Mirror Laser Cutout-2.0 -AC1460 38mm/50mm,1.68,1.74,47,5,2.49,HJYEXD Official Store,https://www.aliexpress.com/item/32865070910.html
Jewelrypalace Chain Necklace Snake-Bar Ingot Twisted-Trace 925-Sterling-Silver Women,2.38,2.98,3878,4.8,0,JewelryPalace Official Store,https://www.aliexpress.com/item/32906685657.html
Pendant Necklace Jewelry Double-Heart Logo S925 And American-Style High-End Lady European,17.85,17.85,3,0,0,Shop5880205 Store,https://www.aliexpress.com/item/4001129242350.html
Charm Jewelry Glass Beads Pandora Bracelet DIY S925-Sterling-Silver Blue Original New,4.59,4.59,2,0,0,Divine light Store,https://www.aliexpress.com/item/4000796276247.html
Balloon Jewelry Beads-Fit Charm Pandora 925-Sterling-Silver Pendant House Bracelet Diy,3.59,3.59,5,0,0,Real 925 Gift Store,https://www.aliexpress.com/item/4001131676061.html
Necklaces Charm-Beads Locket Petites Small Jewelry Pendant 925-Sterling-Silver for Women,8.79,8.79,75,5,0,Eward High Quality Jewellery Store,https://www.aliexpress.com/item/4000223863343.html
Topaz Necklace Cross Pendant Fashion Long Sweater Chain Religious Jewelry Gemstone Natural Stone Accessories Christian Gift,5.84,6.47,5,5,0,FONKUP Direct Store,https://www.aliexpress.com/item/4000767291505.html
925-Sterling-Silver Bracelet Jewelry-Making 20th Four-Leaf Strawberry Clover Charm Authentic,5.59,11.58,1,0,0,Shop5735072 Store,https://www.aliexpress.com/item/4001076820971.html
Charm Essence-Series Peace Bule-Star Pandoras 100%925-Sterling-Silver Prosperity HAPPINESS,10.13,11.33,4,0,0,BlueStars 925 silver Store,https://www.aliexpress.com/item/4001016559177.html
Bracelets Beads Charms Jewelry-Making 925-Sterling-Silver Design Fit Original DIY European,3.26,5.6,6,5,0,CodeMonkey Store,https://www.aliexpress.com/item/4000595052562.html
